id,name,description,era,categories,tags,visual_elements,color_palette,mood_keywords,related_aesthetics,media_examples,reference example images,origin,category
949,Vulture Culture,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Vulture Culture aesthetic.",1920s,interior_design,"bright,modern",,"hot pink,electric blue,bright red,black,neon green,deep red",,,,,,
950,Wabi-Sabi,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Wabi-Sabi aesthetic.",1900s,architecture,"rural,retro,nostalgic,digital","building designs,structural elements,interior spaces,architectural details",,"sentimental,nostalgic,wistful",,,,,
951,Waif,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Waif aesthetic.",2010s,visual_art,"urban,vintage,nostalgic","city landscapes,street art,concrete structures,neon signs,antique objects,retro designs,aged textures","sage green,asphalt black,concrete gray,sepia,brick red,cream","sentimental,nostalgic,wistful",,,,,
952,Waldorf,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Waldorf aesthetic.",2000s,internet_culture,"natural,elegant,dark,nostalgic","digital interfaces,screen aesthetics,online imagery,memes,social media visuals,organic forms,plant life,natural textures","charcoal,earth brown,sunset orange,metallic silver,hot pink,electric blue","sophisticated,brooding,wistful,sentimental,intense","Internetcore,Webcore,Cybercore,Glitchcore",,,,
953,Wanderlust,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Wanderlust aesthetic.",1970s,subculture,"digital,vibrant,atmospheric",,,"evocative,atmospheric,energetic,immersive,vibrant",,,,,
954,Weathercore,"A core aesthetic centered around weather themes, emphasizing specific visual and cultural elements that define this particular aesthetic movement.",1940s,architecture,"digital,grungy","building designs,structural elements,interior spaces,architectural details",,"grungy,authentic,raw","Softcore,Cottagecore,Fairycore,Darkcore",,/aesthetic_images/weathercore/weathercore_1.jpg;/aesthetic_images/weathercore/weathercore_2.jpg;/aesthetic_images/weathercore/weathercore_3.jpg,,
955,Webcore,"A core aesthetic centered around web themes, emphasizing specific visual and cultural elements that define this particular aesthetic movement.",1990s,architecture,"cute,urban,rural,nostalgic,edgy","building designs,structural elements,interior spaces,architectural details,city landscapes,street art,concrete structures,neon signs","steel blue,asphalt black,concrete gray,brick red","wistful,sentimental,rebellious,endearing,charming","Softcore,Cottagecore,Fairycore,Darkcore",,,,
956,Weeaboo,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Weeaboo aesthetic.",2020s,film,"natural,grungy,nostalgic","cinematography,set designs,costume design,lighting,visual effects,organic forms,plant life,natural textures","sunset orange,forest green,earth brown,sky blue","wistful,sentimental,nostalgic,grungy,authentic",,,,,
957,Wehraboo,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Wehraboo aesthetic.",1970s,architecture,"cute,atmospheric,grungy,nostalgic,modern","building designs,structural elements,interior spaces,architectural details",,"evocative,wistful,sentimental,endearing,charming",,,,,
958,Weirdcore,"A core aesthetic centered around weird themes, emphasizing specific visual and cultural elements that define this particular aesthetic movement.",1930s,historical,"edgy,minimalist,vibrant,retro,rural","clean lines,simple forms,negative space,geometric shapes",,"serene,clean,rebellious,minimalist,energetic","Softcore,Cottagecore,Fairycore,Darkcore",,/aesthetic_images/weirdcore/weirdcore_1.jpg;/aesthetic_images/weirdcore/weirdcore_2.jpg;/aesthetic_images/weirdcore/weirdcore_3.jpg,,
959,Welwitschia Goth,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Welwitschia Goth aesthetic.",2010s,internet_culture,"digital,nostalgic","digital interfaces,screen aesthetics,online imagery,memes,social media visuals",,"sentimental,nostalgic,wistful","Internetcore,Webcore,Cybercore,Glitchcore",,,,
960,Werewolf,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Werewolf aesthetic.",2000s,architecture,"cute,pastel,dark,retro,natural","building designs,structural elements,interior spaces,architectural details,soft colors,gentle gradients,light tones,shadows","charcoal,pastel pink,earth brown,sunset orange,metallic silver,hot pink","brooding,intense,endearing,charming,cute",,,,,
961,Western,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Western aesthetic.",1930s,music,"digital,nostalgic,atmospheric","album covers,concert visuals,music videos,band imagery,sound equipment",,"wistful,evocative,sentimental,atmospheric,nostalgic",,,/aesthetic_images/Western/Western_1.jpg; /aesthetic_images/Western/Western_2.jpg; /aesthetic_images/Western/Western_3.webp,,
962,Wetcore,"A core aesthetic centered around wet themes, emphasizing specific visual and cultural elements that define this particular aesthetic movement.",2000s,historical,"nostalgic,grungy",,"electric blue,metallic silver,hot pink,lime green","wistful,sentimental,nostalgic,grungy,authentic","Softcore,Cottagecore,Fairycore,Darkcore",,,,
963,Whimsicraft,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Whimsicraft aesthetic.",2010s,historical,"vintage,bright","antique objects,retro designs,aged textures","sage green,hot pink,electric blue,bright red,sepia,neon green",,,,,,
964,Whimsigothic,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Whimsigothic aesthetic.",1900s,architecture,futuristic,"building designs,structural elements,interior spaces,architectural details,sleek designs,metallic surfaces,LED lighting,geometric shapes","electric blue,metallic silver,neon purple,white","innovative,progressive,futuristic",,,/aesthetic_images/gothic/gothic_1.jpg;/aesthetic_images/gothic/gothic_2.jpg;/aesthetic_images/gothic/gothic_3.jpg,,
965,Whimsy Twee,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Whimsy Twee aesthetic.",1900s,internet_culture,"vibrant,atmospheric,nostalgic","digital interfaces,screen aesthetics,online imagery,memes,social media visuals",,"evocative,wistful,sentimental,atmospheric,energetic","Internetcore,Webcore,Cybercore,Glitchcore",,,,
966,Wholesome Meme,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Wholesome Meme aesthetic.",1950s,historical,"vibrant,atmospheric,retro",,"turquoise,mint green,yellow,pink","evocative,atmospheric,energetic,immersive,vibrant",,,,,
967,Wild Child,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Wild Child aesthetic.",1940s,historical,"fantasy,vintage,digital,grungy,nostalgic","antique objects,retro designs,aged textures","cream,dusty rose,sage green,sepia","wistful,sentimental,nostalgic,grungy,authentic",,,,,
968,Wimmelbilderbuch,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Wimmelbilderbuch aesthetic.",1950s,film,"natural,digital","cinematography,set designs,costume design,lighting,visual effects,organic forms,plant life,natural textures","mint green,earth brown,sunset orange,pink,turquoise,yellow",,,,,,
969,Winter Fairy Coquette,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Winter Fairy Coquette aesthetic.",1950s,subculture,"modern,fantasy",,"turquoise,mint green,yellow,pink",,,,/aesthetic_images/coquette/coquette_1.jpg;/aesthetic_images/coquette/coquette_2.jpg;/aesthetic_images/coquette/coquette_3.jpg,,
970,Witch House,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Witch House aesthetic.",1960s,subculture,"vibrant,vintage,nostalgic,minimalist","antique objects,retro designs,aged textures,clean lines,simple forms,negative space,geometric shapes","cream,dusty rose,sage green,sepia","serene,wistful,sentimental,clean,minimalist",,,,,
971,Witchcore,"A core aesthetic centered around witch themes, emphasizing specific visual and cultural elements that define this particular aesthetic movement.",1900s,visual_art,"cute,nostalgic,fantasy,digital,minimalist","clean lines,simple forms,negative space,geometric shapes",,"serene,wistful,sentimental,clean,endearing","Softcore,Cottagecore,Fairycore,Darkcore",,/aesthetic_images/witchcore/witchcore_1.jpg;/aesthetic_images/witchcore/witchcore_2.jpg;/aesthetic_images/witchcore/witchcore_3.jpg,,
972,Witchy Academia,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Witchy Academia aesthetic.",1900s,architecture,"rural,grungy,natural","building designs,structural elements,interior spaces,architectural details,organic forms,plant life,natural textures,earth tones","sunset orange,forest green,earth brown,sky blue","grungy,authentic,raw",,,,,
973,Wixa,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Wixa aesthetic.",1900s,fashion,"vibrant,modern,edgy","clothing styles,accessories,textiles,patterns,silhouettes",,"rebellious,energetic,vibrant,bold,edgy",,,,,
974,Wizardcore,"A core aesthetic centered around wizard themes, emphasizing specific visual and cultural elements that define this particular aesthetic movement.",1990s,architecture,"natural,rural,futuristic","building designs,structural elements,interior spaces,architectural details,organic forms,plant life,natural textures,earth tones","earth brown,sunset orange,metallic silver,electric blue,neon purple,white","innovative,progressive,futuristic","Softcore,Cottagecore,Fairycore,Darkcore",,,,
975,Wizardposting,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Wizardposting aesthetic.",1930s,music,"nostalgic,atmospheric","album covers,concert visuals,music videos,band imagery,sound equipment",,"wistful,evocative,sentimental,atmospheric,nostalgic",,,,,
976,Wonderland,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Wonderland aesthetic.",1930s,historical,"cute,elegant,bright,nostalgic,atmospheric","refined details,luxurious materials,sophisticated compositions","electric blue,hot pink,neon green,bright red","sophisticated,wistful,evocative,sentimental,endearing",,,,,
977,Wota,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Wota aesthetic.",1940s,architecture,"retro,vibrant,natural,vintage","building designs,structural elements,interior spaces,architectural details,organic forms,plant life,natural textures,earth tones","sage green,earth brown,sunset orange,sepia,cream,dusty rose","energetic,vibrant,lively",,,,,
978,Writer Academia,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Writer Academia aesthetic.",1940s,internet_culture,"modern,elegant,atmospheric,edgy","digital interfaces,screen aesthetics,online imagery,memes,social media visuals,refined details,luxurious materials,sophisticated compositions",,"sophisticated,evocative,rebellious,atmospheric,immersive","Internetcore,Webcore,Cybercore,Glitchcore",,,,
979,Wuxia,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Wuxia aesthetic.",1900s,architecture,"edgy,modern","building designs,structural elements,interior spaces,architectural details",,"edgy,rebellious,bold",,,,,
980,XO,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the XO aesthetic.",1920s,literary,"edgy,elegant","refined details,luxurious materials,sophisticated compositions","pearl white,black,deep red,gold","sophisticated,rebellious,bold,edgy,refined",,,,,
981,Xpiritualism,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Xpiritualism aesthetic.",2020s,architecture,"grungy,vintage,vibrant","building designs,structural elements,interior spaces,architectural details,antique objects,retro designs,aged textures","cream,dusty rose,sage green,sepia","energetic,grungy,authentic,raw,vibrant",,,,,
982,Y2K,"Y2K aesthetic refers to the futuristic, technological visual style of the late 1990s and early 2000s, characterized by metallic colors, translucent electronics, and optimistic futurism. It embodies the digital excitement and apprehension around the millennium change.",2000s,internet_culture,"grungy,edgy,vintage,futuristic,nostalgic,bright,playful,digital","Translucent colorful electronics,metallic fabrics,chunky platforms,butterfly motifs,baguette bags,futuristic graphics","metallic silver,baby blue,hot pink,iridescent,pastel purple","nostalgic,playful,optimistic,futuristic,carefree","Internetcore,Webcore,Cybercore,Glitchcore",,/aesthetic_images/y2k/y2k_1.jpg;/aesthetic_images/y2k/y2k_2.jpg;/aesthetic_images/y2k/y2k_3.jpg,,
983,Y2K Attitude,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Y2K Attitude aesthetic.",1900s,fashion,"fantasy,modern,nostalgic,pastel,rural","clothing styles,accessories,textiles,patterns,silhouettes,soft colors,gentle gradients,light tones","lavender,pastel blue,pastel pink,pastel yellow","sentimental,nostalgic,wistful",,,/aesthetic_images/y2k/y2k_1.jpg;/aesthetic_images/y2k/y2k_2.jpg;/aesthetic_images/y2k/y2k_3.jpg,,
984,Y2K Futurism,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Y2K Futurism aesthetic.",1970s,interior_design,"vintage,fantasy,atmospheric","antique objects,retro designs,aged textures","cream,dusty rose,sage green,sepia","evocative,immersive,atmospheric",,,/aesthetic_images/y2k/y2k_1.jpg;/aesthetic_images/y2k/y2k_2.jpg;/aesthetic_images/y2k/y2k_3.jpg,,
985,Yabi,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Yabi aesthetic.",2000s,music,"dark,natural","album covers,concert visuals,music videos,band imagery,sound equipment,shadows,low lighting,dramatic contrasts","charcoal,earth brown,sunset orange,metallic silver,hot pink,electric blue","brooding,intense,mysterious",,,,,
986,Yakuza,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Yakuza aesthetic.",1910s,subculture,"atmospheric,vibrant,dark","shadows,low lighting,dramatic contrasts","charcoal,black,deep purple,dark gray","brooding,evocative,intense,atmospheric,energetic",,,,,
987,Yami Kawaii,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Yami Kawaii aesthetic.",2000s,internet_culture,"grungy,minimalist,edgy,futuristic","digital interfaces,screen aesthetics,online imagery,memes,social media visuals,clean lines,simple forms,negative space","hot pink,electric blue,neon purple,white,lime green,metallic silver","serene,clean,rebellious,progressive,minimalist","Internetcore,Webcore,Cybercore,Glitchcore",,/aesthetic_images/kawaii/kawaii_1.jpg;/aesthetic_images/kawaii/kawaii_2.jpg;/aesthetic_images/kawaii/kawaii_3.jpg,,
988,Yandere,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Yandere aesthetic.",1970s,historical,"vibrant,futuristic","sleek designs,metallic surfaces,LED lighting,geometric shapes","electric blue,metallic silver,neon purple,white","progressive,energetic,innovative,futuristic,vibrant",,,,,
989,Yanki,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Yanki aesthetic.",2020s,subculture,"bright,grungy,edgy,retro,cute",,"electric blue,hot pink,neon green,bright red","rebellious,endearing,charming,cute,grungy",,,,,
990,Yellow Academia,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Yellow Academia aesthetic.",1960s,subculture,"elegant,bright","refined details,luxurious materials,sophisticated compositions","electric blue,hot pink,neon green,bright red","sophisticated,refined,elegant",,,,,
991,Yé-yé,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Yé-yé aesthetic.",1910s,historical,"bright,futuristic,atmospheric","sleek designs,metallic surfaces,LED lighting,geometric shapes","hot pink,electric blue,neon purple,bright red,white,neon green","evocative,progressive,atmospheric,innovative,immersive",,,,,
992,Yōkai,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Yōkai aesthetic.",1940s,visual_art,"rural,nostalgic",,,"sentimental,nostalgic,wistful",,,,,
993,Young Poland,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Young Poland aesthetic.",2010s,interior_design,"nostalgic,cute,digital,dark,minimalist","shadows,low lighting,dramatic contrasts,clean lines,simple forms,negative space,geometric shapes","charcoal,black,deep purple,dark gray","brooding,serene,wistful,sentimental,clean",,,,,
994,Yugo-Nostalgia,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Yugo-Nostalgia aesthetic.",1910s,architecture,"cute,atmospheric","building designs,structural elements,interior spaces,architectural details",,"evocative,endearing,charming,atmospheric,cute",,,,,
995,Yume Kawaii,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Yume Kawaii aesthetic.",1900s,internet_culture,"dark,vintage","digital interfaces,screen aesthetics,online imagery,memes,social media visuals,shadows,low lighting,dramatic contrasts","charcoal,sage green,dark gray,sepia,black,cream","brooding,intense,mysterious","Internetcore,Webcore,Cybercore,Glitchcore",,/aesthetic_images/kawaii/kawaii_1.jpg;/aesthetic_images/kawaii/kawaii_2.jpg;/aesthetic_images/kawaii/kawaii_3.jpg,,
996,Yuppie,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Yuppie aesthetic.",1900s,interior_design,"modern,minimalist,atmospheric,edgy","clean lines,simple forms,negative space,geometric shapes",,"serene,evocative,clean,rebellious,minimalist",,,,,
997,Zakopane Style,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Zakopane Style aesthetic.",1920s,music,"dark,vintage,grungy,minimalist","album covers,concert visuals,music videos,band imagery,sound equipment,shadows,low lighting,dramatic contrasts","charcoal,sage green,dark gray,sepia,black,deep red","brooding,serene,clean,intense,minimalist",,,,,
998,Zef,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Zef aesthetic.",1930s,literary,"cute,grungy",,,"endearing,charming,cute,grungy,authentic",,,,,
999,Zenitism,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Zenitism aesthetic.",1990s,literary,"cute,vibrant,urban,fantasy","city landscapes,street art,concrete structures,neon signs","steel blue,asphalt black,concrete gray,brick red","endearing,charming,cute,energetic,vibrant",,,,,
1000,Zombie Apocalypse,"An aesthetic movement characterized by distinctive visual elements, cultural themes, and stylistic choices that define the Zombie Apocalypse aesthetic.",2000s,interior_design,"fantasy,natural","organic forms,plant life,natural textures,earth tones","earth brown,sunset orange,metallic silver,hot pink,electric blue,lime green",,,,,,
1001,Retro Futurism,"Retro-futurism is an aesthetic that blends old-fashioned visuals with futuristic concepts, exploring how the past envisioned the future. It often features retrofuturistic space travel, ray guns, and impossible architecture from midcentury predictions.",1950s,"science_fiction,design,visual_arts","nostalgic,futuristic,vintage,space age,atomic,retrofuturistic","Flying cars,space colonies,atomic imagery,robotic helpers,bubble domes,ray guns,impossible architecture","atomic turquoise,chrome silver,burnt orange,sunny yellow,rocket red","optimistic,imaginative,nostalgic,whimsical,technological","space age,atompunk,diesel punk,raygun gothic",,,,
1002,Coquette,"A feminine aesthetic that embraces girlish charm, innocence, and romantic elements. Features soft colors, delicate fabrics, and vintage-inspired pieces that evoke a sense of youthful femininity and romantic nostalgia.",2020s,fashion,"feminine,romantic,delicate,vintage-inspired,girlish,soft","bows,lace,ruffles,floral patterns,vintage dresses,pearl accessories,soft makeup,romantic lighting","pink,white,cream,soft pastels,rose gold","romantic,innocent,feminine,dreamy,nostalgic","Cottagecore,Soft Girl,Vintage,Romantic","Lolita fashion,vintage romance films,ballet aesthetics",/aesthetic_images/coquette/coquette_1.jpg;/aesthetic_images/coquette/coquette_2.jpg;/aesthetic_images/coquette/coquette_3.jpg,,
1003,Soft Girl,"An aesthetic characterized by soft, comfortable clothing and a gentle, approachable appearance. Emphasizes comfort, kindness, and a relaxed lifestyle with pastel colors and cozy textures.",2020s,fashion,"soft,comfortable,gentle,pastel,cozy,relaxed","oversized sweaters,pastel colors,soft textures,minimal makeup,comfortable clothing,plush toys,cozy spaces","pastel pink,baby blue,lavender,cream,soft yellow","gentle,comfortable,peaceful,kind,relaxed","Cottagecore,Coquette,Minimalist,Cozy","Lo-fi music,cozy lifestyle content,pastel aesthetics",/aesthetic_images/soft_girl/soft_girl_1.jpg;/aesthetic_images/soft_girl/soft_girl_2.jpg;/aesthetic_images/soft_girl/soft_girl_3.jpg,,
1004,Grunge Revival,"A modern take on the rebellious aesthetic that emerged from the alternative rock scene, characterized by distressed clothing, dark colors, and an anti-fashion attitude. Represents nonconformity and authenticity in contemporary fashion.",2020s,fashion,"rebellious,alternative,distressed,authentic,nonconformist,edgy","ripped jeans,flannel shirts,band t-shirts,combat boots,dark makeup,distressed textures,vintage band merchandise","black,gray,dark red,forest green,brown","rebellious,authentic,moody,alternative,raw","Punk,Alternative,Emo,Indie,Riot Grrrl","Nirvana,Pearl Jam,Soundgarden,grunge music scene",/aesthetic_images/grunge/grunge_1.jpeg;/aesthetic_images/grunge/grunge_2.jpg;/aesthetic_images/grunge/grunge_3.jpg,,
1005,Cyber Y2K,"A futuristic evolution of Y2K aesthetics that combines early 2000s nostalgia with cyberpunk elements. Features metallic textures, holographic materials, and digital-inspired designs that imagine a tech-enhanced future.",2020s,fashion,"futuristic,metallic,digital,cyberpunk,holographic,tech-inspired","holographic materials,metallic fabrics,LED accessories,digital patterns,futuristic sunglasses,tech-wear elements","metallic silver,electric blue,neon pink,holographic,chrome","futuristic,innovative,digital,sleek,high-tech","Y2K,Cyberpunk,Techwear,Futurism","Blade Runner 2049,cyberpunk fashion,futuristic music videos",/aesthetic_images/y2k/y2k_1.jpg;/aesthetic_images/y2k/y2k_2.jpg;/aesthetic_images/y2k/y2k_3.jpg,,
1006,Goblincore,"An aesthetic that celebrates the beauty in small, overlooked objects and natural curiosities. Inspired by the mythical creature's love for collecting shiny and interesting items, it embraces earthy tones and natural textures.",2020s,nature,"earthy,natural,collecting,curious,whimsical,forest","mushrooms,crystals,coins,shiny objects,forest elements,moss,stones,vintage trinkets","forest green,earth brown,moss green,gold,copper","curious,whimsical,earthy,mysterious,collecting","Cottagecore,Forestcore,Witchcore,Naturecore","folklore,fantasy literature,nature documentaries",/aesthetic_images/goblincore/goblincore_1.jpg;/aesthetic_images/goblincore/goblincore_2.jpg;/aesthetic_images/goblincore/goblincore_3.jpg,,
1007,Light Academia,"A brighter, more optimistic counterpart to Dark Academia that celebrates learning and intellectual pursuits with warm, light colors and a more hopeful atmosphere. Emphasizes the joy of discovery and scholarly pursuits.",2020s,literary,"intellectual,bright,optimistic,scholarly,warm,hopeful","bright libraries,sunlit study spaces,vintage books,warm lighting,classical architecture,academic settings","cream,warm beige,soft gold,light brown,ivory","optimistic,intellectual,warm,hopeful,scholarly","Dark Academia,Classical,Romantic Academia,Vintage","university campuses,classical literature,academic films",,,
1008,Fairycore,"A whimsical aesthetic inspired by fairy tales and magical forest creatures. Features ethereal elements, natural materials, and a connection to nature that evokes enchantment and wonder.",2020s,fantasy,"whimsical,magical,ethereal,nature,fantasy,enchanting","fairy wings,flower crowns,mushrooms,forest elements,ethereal lighting,natural textures,magical creatures","soft green,lavender,cream,gold,pink","whimsical,magical,ethereal,enchanting,dreamy","Cottagecore,Goblincore,Forestcore,Fantasy","fairy tales,fantasy films,Studio Ghibli,folklore",/aesthetic_images/fairycore/fairycore_1.jpeg;/aesthetic_images/fairycore/fairycore_2.jpg;/aesthetic_images/fairycore/fairycore_3.jpg,,
1009,Barbiecore,"A vibrant aesthetic inspired by the iconic Barbie doll, characterized by hot pink colors, glamorous fashion, and a celebration of feminine power and confidence. Embraces maximalist pink aesthetics and luxury.",2020s,fashion,"pink,glamorous,feminine,luxury,confident,maximalist","hot pink colors,glamorous clothing,luxury accessories,sparkles,high fashion,bold makeup","hot pink,magenta,white,gold,silver","confident,glamorous,bold,luxurious,empowering","Y2K,Maximalist,Glam,Pop Culture","Barbie movie,fashion magazines,pop culture",/aesthetic_images/barbiecore/barbiecore_1.jpg;/aesthetic_images/barbiecore/barbiecore_2.jpg;/aesthetic_images/barbiecore/barbiecore_3.jpg,,
1010,Coastal Grandmother,"An aesthetic that embodies relaxed coastal living with a mature, sophisticated approach. Features natural textures, neutral colors, and a connection to seaside environments that emphasizes comfort and timeless style.",2020s,lifestyle,"coastal,relaxed,sophisticated,natural,timeless,comfortable","linen fabrics,natural textures,coastal elements,neutral tones,comfortable furniture,seaside imagery","cream,beige,soft blue,white,natural linen","relaxed,sophisticated,peaceful,timeless,comfortable","Minimalist,Coastal,Scandinavian,Natural","coastal lifestyle,interior design,relaxed living",,,
1011,Indie Sleaze,"A revival of early 2000s indie culture characterized by deliberately messy aesthetics, flash photography, and a carefree attitude toward fashion and lifestyle. Embraces the authentic, unpolished look of indie music scenes.",2020s,music,"indie,messy,authentic,carefree,alternative,unpolished","flash photography,messy hair,vintage band tees,skinny jeans,alternative fashion,indie music imagery","black,white,gray,muted colors,vintage tones","carefree,authentic,alternative,rebellious,nostalgic","Indie,Alternative,Grunge,Y2K,Hipster","indie music,alternative culture,early 2000s photography",/aesthetic_images/indie/indie_1.png;/aesthetic_images/indie/indie_2.jpg;/aesthetic_images/indie/indie_3.jpg,,
1012,2 Boys 1 Girl Friendship Anime,A 2 boys 1 girl friendship anime aesthetic style,,,,,,,,,,Contemporary,Modern
1013,2 Girls Friendship Anime,A 2 girls friendship anime aesthetic style,,,,,,,,,,Contemporary,Modern
1014,2 Hello Kitty,A 2 hello kitty aesthetic style,,,,,,,,,,Contemporary,Modern
1015,2 Bff Anime,A 2 bff anime aesthetic style,,,,,,,,,,Contemporary,Modern
1016,Angel And Devil Couple,A angel and devil couple aesthetic style,,,,,,,,,/aesthetic_images_updated/Angel And Devil Couple Aesthetic/Angel And Devil Couple Aesthetic_1.jpg; /aesthetic_images_updated/Angel And Devil Couple Aesthetic/Angel And Devil Couple Aesthetic_2.jpg; /aesthetic_images_updated/Angel And Devil Couple Aesthetic/Angel And Devil Couple Aesthetic_3.jpg,Contemporary,Modern
1017,2010s,A 2010s aesthetic style,,,,,,,,,,Contemporary,Modern
1018,90s,A 90s aesthetic style,,,,,,,,,,Contemporary,Modern
1019,Angel Girl Shadow,A angel girl shadow aesthetic style,,,,,,,,,,Contemporary,Modern
1020,Angel Halloween Costume,A angel halloween costume aesthetic style,,,,,,,,,,Contemporary,Modern
1021,Academic Vintage,A academic vintage aesthetic style,,,,,,,,,,Contemporary,Modern
1022,Angel Energy,A angel energy aesthetic style,,,,,,,,,,Contemporary,Modern
1023,Angel Number,A angel number aesthetic style,,,,,,,,,,Contemporary,Modern
1024,90's Skater Girl,A 90's skater girl aesthetic style,,,,,,,,,,Contemporary,Modern
1025,American Core In Europe,A american core aesthetic in europe aesthetic style,,,,,,,,,,Contemporary,Modern
1026,2000s,A 2000s aesthetic style,,,,,,,,,,Contemporary,Modern
1027,2020s Y2k,A 2020s y2k aesthetic style,,,,,,,,,,Contemporary,Modern
1028,Abby Core,A abby aesthetic style,,,,,,,,,,Contemporary,Modern
1029,Acid Pixie,A acid pixie aesthetic style,,,,,,,,,,Contemporary,Modern
1030,Alt,A alt aesthetic style,,,,,,,,,,Contemporary,Modern
1031,Angel Definition,A angel definition aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Religious/Mystical,Spiritual/Gothic
1032,Autumn Vintage,A autumn vintage aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Educational,Academic
1033,2010s Emo,A 2010s emo aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Nostalgic,Retro/Vintage
1034,Anime Vintage,A anime vintage aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Japanese,Anime/Kawaii
1035,Angel White,A angel white aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Religious/Mystical,Spiritual/Gothic
1036,2020s,A 2020s aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Nostalgic,Retro/Vintage
1037,90s Anime,A 90s anime aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Nostalgic,Retro/Vintage
1038,Abigail Core,A abigail aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Contemporary,Modern
1039,Adopt Me,A adopt me aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Contemporary,Modern
1040,Aesthetic,A aesthetic aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Contemporary,Modern
1041,Anastasia Core,A anastasia aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Contemporary,Modern
1042,Angel Halo,A angel halo aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Religious/Mystical,Spiritual/Gothic
1043,Angel Pink,A angel pink aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Religious/Mystical,Spiritual/Gothic
1044,90s Vintage Coquette,A 90s vintage coquette aesthetic style characterized by its unique visual and cultural elements,,,,,,,,,,Nostalgic,Retro/Vintage
